v2paenname,country_name,year,v2xpa_antiplural,v2xpa_popul,v2paseatshare,v2panumbseat,v2patotalseat,v2pavote,v2paallian,v2pavallian,v2panoallian,v2pagovsup,v2papariah,v2paanteli,v2papeople,v2paopresp,v2paplur,v2paminor,v2paviol,v2paimmig,v2palgbt,v2paculsup,v2parelig,v2pagender,v2pawomlab,v2pariglef,v2pawelf,v2paclient
Organisation of the People of Rodrigues,Mauritius,2019,,,3.2,2,62,,0,,,,,,,,,,,,,,,,,,,
independent,Mauritius,1953,,,12.9,4,31,,0,,,,,,,,,,,,,,,,,,,
independent,Mauritius,1959,,,5,2,40,,0,,,,,,,,,,,,,,,,,,,
independent,Mauritius,1963,,,5,2,40,,0,,,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,1983,,,,,,,1,51.9,46,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,1987,,,,,,,1,49,44,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,1991,0.556,0.561,45.5,30,66,,1,55.4,57,0,1.43,0.12,1.842,-2.068,-1.05,1.128,1.415,0.282,0.201,-1.261,1.391,-0.66,1.439,-0.302,1.426,1.056
Militiant Socialist Movement,Mauritius,1995,0.556,0.561,0,0,66,19.8,0,,,3,1.43,0.12,1.842,-2.068,-1.05,1.128,1.415,0.282,0.201,-1.261,1.391,-0.66,1.439,-0.302,1.426,1.056
Militiant Socialist Movement,Mauritius,2000,,,,,,,1,51.7,54,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,2005,,,,,,,1,42.6,24,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,2010,,,,,,,1,49.7,45,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,2014,,,,,,,1,49.8,51,,,,,,,,,,,,,,,,,
Militiant Socialist Movement,Mauritius,2019,0.556,0.299,61.3,38,62,,0,,,0,-0.365,-1.045,1.842,-2.068,-1.05,1.128,1.415,0.282,0.201,-1.261,1.391,-0.66,1.439,-0.302,1.426,1.311
Mauritian Social Democrat Party,Mauritius,1959,,,7.5,3,40,,0,,,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,1963,,,20,8,40,,0,,,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,1967,,,38.6,27,70,43.5,0,,,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,1976,0.627,0.233,11.4,8,70,16.5,0,,,1,0.174,-1.316,0.804,-2.091,-1.25,1.082,1.071,-0.601,0.216,-1.316,1.367,-1.704,1.438,-0.481,1.392,0.723
Mauritian Social Democrat Party,Mauritius,1982,0.559,0.232,3,2,66,8.4,0,,,3,0.174,-1.316,0.734,-2.091,-1.062,1.082,1.455,-0.601,0.216,-1.316,1.367,-1.704,1.438,-1.247,1.392,0.903
Mauritian Social Democrat Party,Mauritius,1983,,,,,,,1,51.9,46,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,1987,,,,,,,1,49,44,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,1991,0.495,0.235,1.5,1,66,,1,39.3,7,3,0.174,-1.316,0.811,-0.605,-1.125,1.098,1.51,-0.453,0.216,-1.316,1.367,-0.653,1.438,0.39,1.392,1.093
Mauritian Social Democrat Party,Mauritius,2005,,,,,,,1,42.6,24,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,2010,,,,,,,1,49.7,45,,,,,,,,,,,,,,,,,
Mauritian Social Democrat Party,Mauritius,2014,,,,,,,1,49.8,51,,,,,,,,,,,,,,,,,
Independence Party,Mauritius,1967,,,61.4,43,70,54.6,0,,,,,,,,,,,,,,,,,,,
Independence Party,Mauritius,1976,0.665,0.516,40,28,70,38.1,0,,,0,0.142,-0.052,1.528,-2.071,-1.268,1.104,0.558,-0.596,0.216,-1.299,1.306,-1.698,1.417,-1.232,1.396,0.758
Muslim Committee of Action,Mauritius,1959,,,12.5,5,40,,0,,,,,,,,,,,,,,,,,,,
Muslim Committee of Action,Mauritius,1963,,,10,4,40,,0,,,,,,,,,,,,,,,,,,,
Muslim Committee of Action,Mauritius,1982,,,,,,,1,24.8,2,,,,,,,,,,,,,,,,,
Mauritian Socialist Party,Mauritius,1982,0.533,0.79,27.3,18,66,,1,63,60,1,1.466,1.479,1.861,-2.07,-0.908,1.115,1.385,-0.584,0.215,-1.685,1.369,-1.702,1.413,-1.256,1.4,0.714
The Greens,Mauritius,2005,,,,,,,1,48.8,42,,,,,,,,,,,,,,,,,
Independent Forward Bloc,Mauritius,1959,,,15,6,40,,0,,,,,,,,,,,,,,,,,,,
Independent Forward Bloc,Mauritius,1963,,,17.5,7,40,,0,,,,,,,,,,,,,,,,,,,
Republican Movement,Mauritius,2005,,,,,,,1,48.8,42,,,,,,,,,,,,,,,,,
Mauritian Militant Socialist Movement,Mauritius,2005,,,,,,,1,48.8,42,,,,,,,,,,,,,,,,,
Mauritian Rallye,Mauritius,1953,,,6.5,2,31,,0,,,,,,,,,,,,,,,,,,,
technical: Appointed members,Mauritius,1953,,,38.7,12,31,,0,,,,,,,,,,,,,,,,,,,
alliance: MMM / PSM,Mauritius,1982,,,,,,63,2,63,60,,,,,,,,,,,,,,,,,
alliance: MSM / MMM,Mauritius,1991,,,,,,55.4,2,55.4,57,,,,,,,,,,,,,,,,,
alliance: Labour / PMSD,Mauritius,1991,,,,,,39.3,2,39.3,7,,,,,,,,,,,,,,,,,
alliance: Labour / MMM,Mauritius,1995,,,,,,65.2,2,65.2,60,,,,,,,,,,,,,,,,,
alliance: PAN,Mauritius,1982,0.56,0.617,3,2,66,24.8,2,24.8,2,3,0.538,0.464,1.524,-2.072,-1.097,1.144,1.428,-0.544,0.182,-1.326,1.341,-1.74,1.433,-1.232,1.406,0.764
alliance: MSM / MLP / PMSD,Mauritius,1983,0.563,0.524,65.7,46,70,51.9,2,51.9,46,0,,-0.057,1.85,-2.114,-1.056,1.099,1.439,-0.22,0.206,-1.264,1.354,-0.663,1.424,-0.887,1.418,0.904
alliance: Alliance (MSM / Labour),Mauritius,1987,0.537,0.561,62.9,44,70,49,2,49,44,0,,0.112,1.832,-1.498,-1.096,1.058,1.443,-0.538,0.192,-1.242,1.353,-0.663,1.445,-0.369,1.425,0.889
alliance: Alliance MSM - MMM,Mauritius,2000,0.544,0.563,87.1,54,62,51.7,2,51.7,54,0,,0.129,1.822,-1.719,-1.083,1.136,1.432,-0.59,0.233,-1.246,1.372,-0.669,1.458,-0.33,1.413,1.093
alliance: Alliance PTr - PMXD,Mauritius,2000,0.565,0.603,9.7,6,62,36.6,2,36.6,6,3,,0.344,1.839,-2.09,-1.071,1.097,1.417,-0.588,0.223,-1.323,1.365,-0.683,1.427,-0.659,1.401,1.118
alliance: Social Alliance,Mauritius,2005,0.57,0.555,60,42,70,48.8,2,48.8,42,0,,0.091,1.854,-2.089,-1.156,1.092,1.479,0.305,0.194,-1.242,1.154,-0.658,1.428,-0.311,1.388,1.064
alliance: MSM-MMM,Mauritius,2005,0.564,0.457,34.3,24,70,42.6,2,42.6,24,3,,-0.362,1.826,-2.111,-1.091,1.098,1.423,0.245,0.179,-1.272,1.314,-0.662,1.436,-0.274,1.414,1.075
alliance: Avenir,Mauritius,2010,0.554,0.556,64.3,45,70,49.7,2,49.7,45,0,,0.086,1.903,-2.094,-1.077,1.107,1.486,0.246,0.208,-1.298,1.375,-0.658,1.427,-0.29,1.38,1.059
alliance: Coeur,Mauritius,2010,0.557,0.56,28.6,20,70,42,2,42,20,3,,0.113,1.839,-2.091,-1.065,1.1,1.437,0.266,0.227,-1.287,1.36,-0.718,1.441,-0.642,1.424,-0.014
alliance: MSM-PMSD,Mauritius,2014,0.556,0.56,73.9,51,69,49.8,2,49.8,51,0,,0.107,1.819,-2.061,-1.054,1.076,1.436,0.26,0.227,-1.3,1.355,-0.647,1.556,-0.32,1.405,1.1
alliance: PTR-MMM,Mauritius,2014,0.571,0.558,23.2,16,69,38.5,2,38.5,16,3,,0.111,1.914,-2.064,-1.123,1.095,1.402,0.245,0.225,-1.304,1.12,-0.686,1.528,-0.638,1.411,1.068
independent,Montenegro,1906,,,81.6,62,76,,0,,,,,,,,,,,,,,,,,,,
independent,Montenegro,1914,,,19.4,12,62,,0,,,,,,,,,,,,,,,,,,,
Socialist People’s Party of Montenegro,Montenegro,1998,0.684,0.714,37.2,29,78,36.1,0,,,3,-1.684,1.2,1.293,-0.701,-0.462,0.146,-0.974,-0.177,0.114,-0.87,-0.828,0.12,-0.086,-2.483,0.568,1.381
Socialist People’s Party of Montenegro,Montenegro,2001,0.534,0.714,27.3,21,77,23.4,1,40.6,33,3,-0.23,1.2,1.293,-1.345,0.093,0.479,-0.428,-0.177,0.114,-1.541,-1.302,0.12,-0.086,-2.483,0.568,1.381
Socialist People’s Party of Montenegro,Montenegro,2002,0.512,0.714,25.7,19,74,22.1,1,38.4,30,3,-0.23,1.2,1.293,-1.345,0.093,0.479,-0.156,-0.177,-0.493,-1.541,-1.302,0.12,-0.086,-2.483,0.568,1.381
Socialist People’s Party of Montenegro,Montenegro,2006,0.451,0.672,9.9,8,81,,1,14.1,11,3,-0.23,1.2,0.763,-0.687,0.093,0.846,-0.156,-0.177,-0.97,-0.865,-0.842,0.12,-0.086,-1.346,0.568,1.381
Socialist People’s Party of Montenegro,Montenegro,2009,0.305,0.672,19.8,16,81,16.8,0,,,3,-1.071,1.2,0.763,-0.244,0.793,0.846,-0.008,-0.177,-0.695,-0.865,-0.842,0.12,-0.086,-1.346,0.568,1.016
Socialist People’s Party of Montenegro,Montenegro,2012,0.305,0.672,11.4,9,79,11.2,0,,,3,-1.071,1.2,0.763,-0.244,0.793,0.846,-0.008,-0.177,-0.161,-0.327,-0.842,0.12,-0.086,-1.346,0.568,1.016
Socialist People’s Party of Montenegro,Montenegro,2016,0.305,0.672,3.7,3,81,,1,11.1,9,3,-1.071,1.2,0.763,-0.244,0.793,0.846,-0.008,-0.177,-0.161,-0.327,-0.842,0.12,-0.086,-1.346,0.568,1.016
Serbian Radical Party,Montenegro,2006,,,,,,,1,14.7,12,,,,,,,,,,,,,,,,,
Democratic Party of Socialists of Montenegro,Montenegro,1998,0.739,0.076,41,32,78,,1,49.5,42,0,-0.244,-2.072,-1.762,-1.122,-0.773,-0.315,-0.406,-0.209,0.133,0.257,1.401,0.127,-0.088,-0.121,1.096,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2001,0.739,0.091,39,30,77,35,1,42,33,0,-0.244,-2.072,-0.352,-1.122,-0.773,-0.315,-0.406,-0.209,-0.463,-0.294,1.401,0.601,-0.088,-0.121,0.166,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2002,0.739,0.091,41.9,31,74,38.1,1,48,39,0,-0.244,-2.072,-0.352,-1.122,-0.773,-0.315,-0.406,-0.209,-0.463,-0.294,1.401,0.601,-0.088,-0.045,0.166,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2006,0.688,0.091,40.7,33,81,,1,48.6,41,0,-0.244,-2.072,-0.352,-1.122,-0.773,-0.315,0.222,-1.234,0.433,-0.294,1.401,0.657,-0.088,-0.045,0.57,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2009,0.669,0.091,43.2,35,81,,1,51.9,48,0,-0.244,-2.072,-0.352,-0.695,-0.773,-0.315,0.222,-1.234,0.433,-0.294,1.401,0.596,-0.088,0.366,0.57,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2012,0.674,0.088,40.5,32,79,,1,45.6,39,0,-0.244,-2.072,-0.919,-0.695,-0.773,-0.315,0.092,-1.234,0.433,-0.294,1.401,0.596,-0.088,0.366,0.57,2.368
Democratic Party of Socialists of Montenegro,Montenegro,2016,0.674,0.088,43.2,35,81,41.4,0,,,0,-0.244,-2.072,-0.919,-0.695,-0.773,-0.315,0.092,-1.234,1.749,-0.294,0.566,0.596,0.309,0.366,0.57,2.368
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,1998,,,,,,49.5,2,49.5,42,,,,,,,,,,,,,,,,,
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,2001,,,,,,,2,42,33,,,,,,,,,,,,,,,,,
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,2002,,,,,,,2,48,39,,,,,,,,,,,,,,,,,
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,2006,,,,,,48.6,2,48.6,41,,,,,,,,,,,,,,,,,
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,2009,,,,,,51.9,2,51.9,48,,,,,,,,,,,,,,,,,
So that we live better -- Victory is Montenegro's -- (Democratic) List for European Montenegro -- Coalition for European Montenegro,Montenegro,2012,,,,,,45.6,2,45.6,39,,,,,,,,,,,,,,,,,
Liberal Alliance of Montenegro,Montenegro,1998,0.137,0.359,6.4,5,78,6.3,0,,,3,-1.058,1.459,-1.603,-0.718,0.804,1.772,1.818,0.939,0.419,-0.316,0.585,1.586,-0.063,-0.509,0.921,-0.521
Liberal Alliance of Montenegro,Montenegro,2001,0.137,0.218,7.8,6,77,7.9,0,,,2,-0.225,-0.774,-1.603,-0.718,0.804,1.772,1.818,0.939,1.066,-0.316,0.585,1.836,-0.063,-0.509,0.921,-0.521
Liberal Alliance of Montenegro,Montenegro,2002,0.123,0.309,5.4,4,74,5.8,0,,,3,-0.225,0.219,-1.603,-0.103,0.804,1.772,1.818,0.939,1.066,-0.316,0.585,1.836,-0.063,-0.509,0.921,-0.967
Social Democratic Party of Montenegro,Montenegro,1998,0.2,0.177,6.4,5,78,,1,49.5,42,1,-0.255,-1.399,-0.93,0.898,0.706,1.385,0.507,0.894,0.402,0.257,0.568,1.288,0.745,-1.068,1.105,0.837
Social Democratic Party of Montenegro,Montenegro,2001,0.254,0.177,7.8,6,77,7,1,42,33,1,-0.255,-1.399,-0.93,0.898,0.706,0.589,0.507,0.894,0.402,0.257,0.568,1.288,0.745,-1.068,1.105,1.798
Social Democratic Party of Montenegro,Montenegro,2002,0.254,0.177,10.8,8,74,8.6,1,48,39,1,-0.255,-1.399,-0.93,0.898,0.706,0.589,0.507,0.894,0.402,-0.322,0.568,1.288,0.745,-1.068,0.199,1.798
Social Democratic Party of Montenegro,Montenegro,2006,0.254,0.177,8.6,7,81,,1,48.6,41,1,-0.255,-1.399,-0.93,0.898,0.706,0.589,0.507,0.894,1.053,-0.322,0.568,1.288,0.745,-1.068,0.199,1.798
Social Democratic Party of Montenegro,Montenegro,2009,0.254,0.177,11.1,9,81,,1,51.9,48,1,-0.255,-1.399,-0.93,0.898,0.706,0.589,0.507,0.894,1.761,-0.322,0.568,1.761,0.745,-0.976,0.199,1.798
Social Democratic Party of Montenegro,Montenegro,2012,0.254,0.372,7.6,6,79,,1,45.6,39,1,-0.255,0.052,-0.93,0.898,0.706,0.589,0.507,0.894,1.761,-0.322,1.354,1.761,0.745,-0.976,0.199,1.798
Social Democratic Party of Montenegro,Montenegro,2016,0.254,0.347,4.9,4,81,5.2,0,,,3,-0.255,-0.141,-0.93,0.898,0.706,0.589,0.507,0.894,1.761,-0.322,1.354,1.761,1.213,-0.976,0.199,0.83
New Serbian Democracy,Montenegro,2009,0.473,0.739,9.9,8,81,9.2,0,,,3,-1.088,1.008,2.494,-1.623,0.821,0.853,-1.318,-0.209,-2.231,-2.778,-2.034,0.15,-0.086,-1.525,0.242,0.434
New Serbian Democracy,Montenegro,2012,0.579,0.752,10.1,8,79,,1,22.8,20,3,-0.226,1.087,2.494,-3.188,0.821,0.853,-1.779,-0.209,-2.231,-2.778,-2.034,0.15,-0.086,-1.525,0.242,0.434
New Serbian Democracy,Montenegro,2016,0.741,0.797,9.9,8,81,,1,20.3,18,3,-0.226,1.407,2.494,-3.188,0.227,0.51,-2.174,-0.209,-2.231,-2.778,-2.034,0.15,-0.086,-1.674,0.242,0.434
Croatian Civic Initiative,Montenegro,2006,0.12,0.074,1.2,1,81,,1,48.6,41,1,1.071,-2.169,-1.233,0.882,0.732,1.647,1.765,0.906,-0.134,0.258,0.877,2.068,0.786,-0.915,0.184,1.008
Croatian Civic Initiative,Montenegro,2009,0.12,0.074,1.2,1,81,,1,51.9,48,1,1.071,-2.169,-1.233,0.882,0.732,1.647,1.765,0.906,-0.134,0.258,0.877,2.068,0.786,-0.915,0.184,0.451
Bosniak Party,Montenegro,2009,0.312,0.078,3.7,3,81,,1,51.9,48,1,1.06,-2.118,-1.544,0.545,0.695,0.196,0.358,0.868,-0.736,0.256,-0.614,-1.226,-0.096,-0.818,1.459,2.522
Bosniak Party,Montenegro,2012,0.185,0.078,3.8,3,79,4.2,0,,,1,1.06,-2.118,-1.544,0.545,1.045,0.196,1.446,0.868,-0.736,0.256,-0.614,-1.226,-0.096,-0.818,1.459,2.522
People’s Party,Montenegro,1998,0.451,0.164,6.4,5,78,,1,49.5,42,1,-0.222,-1.433,-1.218,-0.234,0.084,0.513,0.038,-0.226,0.106,-0.741,-0.734,0.138,-0.128,-0.81,0.565,0.847
People’s Party,Montenegro,2001,0.48,0.495,11.7,9,77,11.1,1,40.6,33,3,-1.044,0.991,-0.612,-0.234,0.084,0.148,0.038,-0.226,-0.471,-0.741,-0.734,0.138,-0.128,-0.81,0.565,0.437
People’s Party,Montenegro,2002,0.48,0.437,6.8,5,74,5.8,1,38.4,30,3,-0.282,0.369,-0.612,-0.234,0.084,0.148,0.038,-0.226,-0.959,-1.283,-0.734,0.138,-0.128,-0.81,0.565,0.437
People’s Party,Montenegro,2006,0.454,0.487,2.5,2,81,,1,14.1,11,3,-1.104,0.369,-0.111,0.343,0.084,0.148,0.038,-0.226,-0.959,-1.283,-0.734,0.138,-0.128,-0.81,0.565,0.437
Movement for Changes,Montenegro,2006,0.118,0.635,13.6,11,81,13.1,0,,,3,-0.489,1.492,0.172,-0.313,1.614,1.65,0.538,0.882,0.423,0.978,0.99,0.841,0.756,0.305,1.309,-0.954
Movement for Changes,Montenegro,2009,0.22,0.635,6.2,5,81,6,0,,,3,-1.046,1.492,0.172,-0.859,0.848,1.65,0.538,0.882,1.055,0.978,0.99,0.841,0.756,0.305,1.309,-0.954
Movement for Changes,Montenegro,2012,0.381,0.746,6.3,5,79,,1,22.8,20,3,-1.046,1.736,0.952,-1.884,0.848,1.647,-1.067,0.882,-0.685,-0.518,-0.112,0.841,0.756,0.305,1.309,-0.483
Movement for Changes,Montenegro,2016,0.506,0.848,6.2,5,81,,1,20.3,18,3,-1.046,2.258,1.73,-1.884,0.231,1.647,-1.31,0.443,-0.685,-0.518,-0.112,0.841,0.756,0.305,1.309,-0.026
Positive Montenegro,Montenegro,2012,0.209,0.636,8.9,7,79,8.2,0,,,3,-1.08,1.039,0.598,-1.5,1.6,1.671,-0.483,0.897,1.092,0.21,0.583,1.184,0.726,-0.269,0.184,-0.413
Liberal Party of Montenegro,Montenegro,2012,0.079,0.158,1.3,1,79,,1,45.6,39,2,0.44,-1.454,-1.231,0.884,1.598,0.897,1.737,0.877,1.729,0.231,1.36,1.307,0.808,-0.061,0.906,0.489
Democratic Alliance,Montenegro,2016,0.242,0.676,4.9,4,81,,1,11.1,9,3,0.44,1.47,0.534,-1.176,1.63,1.662,-1.184,0.89,-1.179,0.408,0.062,0.833,0.731,-1.011,0.89,-1.16
United Reformist Action,Montenegro,2016,0.276,0.683,2.5,2,81,,1,11.1,9,3,-0.421,1.188,0.88,-1.173,0.831,2.795,-1.165,0.867,1.72,0.575,0.609,0.766,1.181,-0.387,0.544,-0.985
Democratic Montenegro,Montenegro,2016,0.32,0.782,11.1,9,81,10,0,,,3,-0.417,1.508,1.723,-2.46,1.62,1.257,-1.17,0.86,-0.599,0.049,-0.884,0.806,0.767,-2.12,0.545,-0.532
Serbian People's Party,Montenegro,2001,0.692,0.639,3.9,3,77,6.1,1,40.6,33,3,-1.669,1.212,0.409,-1.646,-0.497,0.848,-1.292,-1.206,-2.21,-3.441,-2.378,-0.769,-0.973,-0.845,-0.199,0.98
Serbian People's Party,Montenegro,2002,0.692,0.694,8.1,6,74,7,1,38.4,30,3,-1.669,1.212,0.977,-1.646,-0.497,0.848,-1.292,-1.206,-2.21,-3.441,-2.378,-0.769,-0.973,-0.845,-0.199,0.98
Serbian People's Party,Montenegro,2006,,,,,,,1,14.7,12,,,,,,,,,,,,,,,,,
Democratic Serb Party,Montenegro,2006,0.732,0.748,1.2,1,81,,1,14.1,11,3,-1.068,1.257,1.751,-1.652,-0.462,0.176,-1.205,-1.249,-2.631,-1.261,-2.399,0.798,-0.124,-0.712,-0.142,0.436
Democratic Front,Montenegro,2012,,,,,,22.8,2,22.8,20,,,,,,,,,,,,,,,,,
Democratic Front,Montenegro,2016,,,,,,20.3,2,20.3,18,,,,,,,,,,,,,,,,,
Democratic People's Party of Montenegro,Montenegro,2012,0.496,0.626,3.8,3,79,,1,22.8,20,3,-1.033,0.518,1.506,-2.204,0.808,0.478,-0.95,-1.218,-2.628,-2.005,-2.377,-0.76,-0.086,-2.105,0.167,0.485
Democratic People's Party of Montenegro,Montenegro,2016,0.544,0.634,4.9,4,81,,1,20.3,18,3,-1.033,0.572,1.506,-2.204,0.808,0.478,-1.478,-1.218,-2.628,-2.005,-2.377,-0.76,-0.086,-2.105,0.167,0.485
People's Party,Montenegro,1914,,,40.3,25,62,,0,,,,,,,,,,,,,,,,,,,
Mijušković Group,Montenegro,1914,,,27.4,17,62,,0,,,,,,,,,,,,,,,,,,,
True People's Party,Montenegro,1914,,,9.7,6,62,,0,,,,,,,,,,,,,,,,,,,
Key Coalition,Montenegro,2016,,,,,,11.1,2,11.1,9,,,,,,,,,,,,,,,,,
technical: appointees,Montenegro,1906,,,18.4,14,76,,0,,,,,,,,,,,,,,,,,,,
alliance: Together for Yugoslavia,Montenegro,2001,,,,,,,2,40.6,33,,,,,,,,,,,,,,,,,
alliance: Together for Change,Montenegro,2002,,,,,,,2,38.4,30,,,,,,,,,,,,,,,,,
alliance: SNP–NS–DSS,Montenegro,2006,,,,,,14.1,2,14.1,11,,,,,,,,,,,,,,,,,
alliance: Serb list,Montenegro,2006,0.63,0.684,14.8,12,81,14.7,2,14.7,12,3,-1.69,1.204,0.938,-2.439,0.104,0.886,-1.317,-1.248,-2.659,-3.459,-3.045,-0.765,-0.996,-0.815,-0.169,-0.055
New Zealand First Party,New Zealand,1993,0.251,0.907,2,2,99,8.4,0,,,3,1.279,2.373,2.657,-0.186,0.629,-0.018,1.817,-1.69,-0.337,0.925,1.5,-0.528,-1.05,0.045,0.03,-2.16
New Zealand First Party,New Zealand,1996,0.32,0.907,14.2,17,120,13.3,0,,,1,0.826,2.373,2.657,-0.186,0.629,-0.018,0.891,-1.69,-0.337,0.925,1.5,-0.528,-1.05,0.045,0.03,-2.16
New Zealand First Party,New Zealand,2002,0.316,0.903,10.8,13,120,10.4,0,,,3,0.825,2.318,2.632,-0.198,0.634,-0.023,0.908,-1.677,-0.352,0.925,1.523,-0.151,-1.076,0.033,0.073,-2.174
New Zealand First Party,New Zealand,2005,0.316,0.903,5.8,7,121,5.7,0,,,1,0.825,2.318,2.632,-0.198,0.634,-0.023,0.908,-1.677,-0.352,0.923,1.526,-0.151,-1.076,0.033,0.073,-1.274
New Zealand First Party,New Zealand,2011,0.317,0.904,6.6,8,121,6.6,0,,,3,0.839,2.312,2.65,-0.197,0.645,-0.042,0.91,-1.655,-0.34,0.914,1.537,-0.099,-1.041,0.03,0.06,-1.256
New Zealand First Party,New Zealand,2014,0.317,0.904,9.1,11,121,8.7,0,,,3,0.839,2.312,2.65,-0.197,0.645,-0.042,0.91,-1.682,0.182,0.915,1.537,-0.099,-1.041,-0.158,0.06,-1.273
New Zealand First Party,New Zealand,2017,0.299,0.904,7.5,9,120,7.2,0,,,1,0.839,2.312,2.65,0.329,0.645,-0.042,0.91,-1.682,0.182,0.919,1.537,-0.129,-1.041,-0.158,0.06,-1.271
Values Party,New Zealand,1975,0.015,0.509,0,0,87,5.2,0,,,3,1.378,1.795,-0.788,2.87,1.871,2.59,1.79,-0.347,0.976,1.559,1.517,1.31,0.945,-1.253,1.046,-2.172
Alliance,New Zealand,1993,0.022,0.734,2,2,99,18.2,0,,,3,1.261,1.885,0.697,1.634,1.871,2.531,1.812,0.29,0.928,1.526,1.526,1.875,1.891,-1.98,2.451,-2.17
Alliance,New Zealand,1996,0.022,0.759,10.8,13,120,10.1,0,,,3,1.261,1.885,0.93,1.634,1.871,2.531,1.812,0.29,0.928,1.526,1.526,1.875,1.891,-1.98,2.451,-2.17
Alliance,New Zealand,1999,0.022,0.759,8.3,10,120,7.7,0,,,1,1.741,1.885,0.93,1.634,1.871,2.531,1.812,0.29,0.928,1.526,1.526,1.875,1.891,-1.98,2.451,-2.17
ACT New Zealand,New Zealand,1996,0.142,0.237,6.7,8,120,6.1,0,,,2,0.633,-0.767,-1.374,1.618,0.868,0.366,1.805,2.552,0.257,1.391,1.541,0.232,-2.188,2.389,-2.654,-2.167
ACT New Zealand,New Zealand,1999,0.153,0.237,7.5,9,120,7,0,,,3,0.633,-0.767,-1.374,1.187,0.868,0.366,1.805,2.528,0.257,1.391,1.541,0.232,-2.188,2.389,-2.654,-2.195
ACT New Zealand,New Zealand,2002,0.153,0.237,7.5,9,120,7.1,0,,,3,0.633,-0.767,-1.374,1.187,0.868,0.366,1.805,2.58,0.257,1.391,1.541,0.232,-2.188,2.389,-2.654,-2.195
New Zealand Party,New Zealand,1984,0.219,0.512,0,0,95,12.2,0,,,3,1.249,0.29,0.388,0.511,1.057,0.367,0.661,0.301,0.206,1.565,1.533,-0.153,-1.466,2.254,-1.4,-2.16
Social Credit / Democratic Party,New Zealand,1954,,,0,0,80,11.1,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1957,,,0,0,80,7.2,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1960,,,0,0,80,8.6,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1963,,,0,0,80,7.9,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1966,,,1.3,1,80,14.5,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1969,,,0,0,84,9.1,0,,,,,,,,,,,,,,,,,,,
Social Credit / Democratic Party,New Zealand,1972,0.056,0.615,0,0,87,6.7,0,,,3,1.011,0.918,0.517,0.742,1.897,1.073,1.847,-0.031,0.194,1.592,1.534,-0.87,-0.672,-0.143,1.03,-2.201
Social Credit / Democratic Party,New Zealand,1975,0.055,0.615,0,0,87,7.4,0,,,3,1.011,0.918,0.517,0.729,1.897,1.073,1.847,0.018,0.194,1.592,1.534,-0.87,-0.671,-0.143,1.03,-2.201
Social Credit / Democratic Party,New Zealand,1978,0.056,0.615,1.1,1,92,16.1,0,,,3,1.011,0.918,0.517,0.721,1.897,1.073,1.847,0.275,0.194,1.592,1.535,-0.421,-0.708,-0.143,1.03,-2.201
Social Credit / Democratic Party,New Zealand,1981,0.056,0.615,2.2,2,92,20.6,0,,,3,1.011,0.918,0.517,0.721,1.897,1.073,1.847,0.275,0.194,1.592,1.535,-0.429,-0.708,-0.143,1.03,-2.201
Social Credit / Democratic Party,New Zealand,1984,0.056,0.615,2.1,2,95,7.6,0,,,3,1.011,0.918,0.517,0.721,1.897,1.073,1.847,0.275,0.194,1.592,1.535,-0.092,-0.708,-0.143,1.03,-2.201
